Sweden,Netherlands,8.9
Sweden,Norway,7.7
Sweden,Denmark,7.2
Sweden,China,5.5
Sweden,UK,5.1
Sweden,Finland,4.7
Sweden,Belgium,4.7
Switzerland,Germany,20.9
Switzerland,US,7.9
Switzerland,Italy,7.6
Switzerland,UK,7.3
Switzerland,France,6.8
Switzerland,China,5
Syria,Russia,32.4
Syria,Turkey,16.7
Syria,China,9.5
Tajikistan,Russia,38
Tajikistan,Kazakhstan,19
Tajikistan,China,8.7
Tajikistan,Iran,4.4
Tanzania,India,16.5
Tanzania,China,15.8
Tanzania,UAE,9.2
Tanzania,Saudi Arabia,7.9
Tanzania,South Africa,5.1
Tanzania,Japan,4.9
Tanzania,Switzerland,4.4
Thailand,China,20
Thailand,Japan,14.5
Thailand,US,6.8
Thailand,Malaysia,5.4
Togo,China,27.5
Togo,France,9.1
Togo,Netherlands,4.4
Togo,Japan,4.3
Tonga,NZ,33.3
Tonga,Fiji,11.7
Tonga,US,9.8
Tonga,Singapore,9
Tonga,Australia,8.9
Tonga,China,7.9
Tonga,Japan,5.9
Trinidad and Tobago,US,23.8
Trinidad and Tobago,Russia,15.3
Trinidad and Tobago,Colombia,11.1
Trinidad and Tobago,Gabon,10.5
Trinidad and Tobago,China,7.3
Tunisia,Italy,15.8
Tunisia,France,15.1
Tunisia,China,9.2
Tunisia,Germany,8.1
Tunisia,Turkey,4.8
Tunisia,Algeria,4.7
Tunisia,Spain,4.5
Turkey,China,10
Turkey,Germany,9.1
Turkey,Russia,8.4
Turkey,US,5.1
Turkey,Italy,4.8
Turkmenistan,Turkey,24.2
Turkmenistan,Algeria,14.4
Turkmenistan,Germany,9.8
Turkmenistan,China,8.9
Turkmenistan,Russia,8
Turkmenistan,US,6.6
Tuvalu,Singapore,33.4
Tuvalu,South Korea,11.5
Tuvalu,Australia,10.8
Tuvalu,NZ,8
Tuvalu,Fiji,7.5
Tuvalu,Chile,6.1
Tuvalu,South Africa,5
Tuvalu,Japan,5
Uganda,China,17.4
Uganda,India,13.4
Uganda,UAE,12.2
Uganda,Kenya,7.9
Uganda,Japan,6.4
Uganda,Saudi Arabia,6.3
Uganda,Indonesia,4.4
Uganda,South Africa,4.1
Ukraine,Russia,14.5
Ukraine,China,11.3
Ukraine,Germany,11.2
Ukraine,Poland,7
Ukraine,Belarus,6.7
Ukraine,US,5.1
